epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
82,67.9264,0.39105,0.42953,0.82767,0.99301,1,0.995,0.94011,0.34768,0.32342,0.80427,0.000283085,0.000283085,0.000283085
83,68.7269,0.39393,0.43625,0.83594,0.99284,1,0.995,0.92699,0.35216,0.32452,0.80475,0.000268938,0.000268938,0.000268938
84,69.5407,0.42349,0.43619,0.83575,0.99144,1,0.995,0.9425,0.3485,0.33026,0.80351,0.000254791,0.000254791,0.000254791
85,70.3355,0.39037,0.42912,0.84343,0.9909,1,0.995,0.93845,0.34645,0.3326,0.80313,0.000240644,0.000240644,0.000240644
86,71.147,0.37801,0.41339,0.81582,0.9907,1,0.995,0.93903,0.344,0.33482,0.80207,0.000226497,0.000226497,0.000226497
87,71.9471,0.39738,0.41553,0.82688,0.99124,1,0.995,0.93794,0.34136,0.33405,0.80057,0.000212349,0.000212349,0.000212349
88,72.8288,0.35802,0.41294,0.82018,0.99231,1,0.995,0.94452,0.33319,0.32933,0.80068,0.000198202,0.000198202,0.000198202
89,73.628,0.37673,0.41626,0.8332,0.99284,1,0.995,0.94509,0.33187,0.32543,0.80079,0.000184055,0.000184055,0.000184055
90,74.4313,0.37051,0.41407,0.81985,0.99294,1,0.995,0.94326,0.33068,0.32044,0.80222,0.000169908,0.000169908,0.000169908
91,77.2226,0.32052,0.48997,0.79876,0.99304,1,0.995,0.95023,0.33624,0.3226,0.80373,0.000155761,0.000155761,0.000155761
92,78.047,0.34965,0.50636,0.81582,0.99106,1,0.995,0.93961,0.34078,0.36054,0.8034,0.000141614,0.000141614,0.000141614
93,78.8485,0.32701,0.4751,0.7826,0.98908,1,0.995,0.93725,0.33787,0.38199,0.80134,0.000127467,0.000127467,0.000127467
94,79.6228,0.32835,0.48908,0.79826,0.988,1,0.995,0.94164,0.33494,0.38464,0.8001,0.00011332,0.00011332,0.00011332
95,80.3973,0.33521,0.49637,0.79823,0.98782,1,0.995,0.94271,0.33661,0.37583,0.79857,9.91726e-05,9.91726e-05,9.91726e-05
96,81.2489,0.35106,0.48992,0.80317,0.99109,1,0.995,0.94682,0.3373,0.34862,0.79808,8.50255e-05,8.50255e-05,8.50255e-05
97,82.0478,0.31027,0.46889,0.79083,0.99186,1,0.995,0.94657,0.33863,0.32909,0.79758,7.08784e-05,7.08784e-05,7.08784e-05
98,82.8292,0.31185,0.4466,0.80167,0.99272,1,0.995,0.94584,0.3377,0.32233,0.79724,5.67313e-05,5.67313e-05,5.67313e-05
99,83.6201,0.30876,0.43878,0.80085,0.9933,1,0.995,0.94697,0.33665,0.31626,0.79765,4.25842e-05,4.25842e-05,4.25842e-05
100,84.4164,0.30901,0.43624,0.79374,0.99425,1,0.995,0.94124,0.33576,0.3155,0.79755,2.84371e-05,2.84371e-05,2.84371e-05
